year,month,country,region,avg_temp_c,precipitation_mm,air_quality_index,uv_index,malaria_cases,dengue_cases,population_density,healthcare_budget,data_type,malaria_lag_1,malaria_lag_2,dengue_lag_1,dengue_lag_2,rainfall_lag_1,temp_lag_1,quarter,log_malaria,log_dengue
2021,9,Burkina Faso,West,22.24525171749516,78.76152550939779,19.287731378289934,12.0,48818,2087,380,2861,real,50211.0,51549.0,2587.0,2344.0,234.6820408624606,22.865870664307995,3,10.795874860328723,7.643961949002529
2021,10,Burkina Faso,West,26.107974103525844,218.41872424471924,33.04029596854316,12.0,40461,2057,380,2861,real,48818.0,50211.0,2087.0,2587.0,78.76152550939779,22.24525171749516,4,10.60811854103736,7.629489916393995
2021,11,Burkina Faso,West,30.794008937017708,190.62705355747264,28.12281821745303,12.0,31728,1856,380,2861,real,40461.0,48818.0,2057.0,2087.0,218.41872424471924,26.107974103525844,4,10.364986368165066,7.526717561352706
2021,12,Burkina Faso,West,33.01686481385055,102.56758665926644,14.649204227091886,12.0,32906,1443,380,2861,real,31728.0,40461.0,1856.0,2057.0,190.62705355747264,30.794008937017708,4,10.401440680079444,7.275172319452771
2022,1,Burkina Faso,West,34.438048276321254,202.87328230486824,41.64076260162935,12.0,33246,1344,380,2861,real,32906.0,31728.0,1443.0,1856.0,102.56758665926644,33.01686481385055,1,10.41171981644952,7.20414929203594
2022,2,Burkina Faso,West,39.944616370391344,87.18193519140229,17.081553340373887,12.0,30541,1460,380,2861,real,33246.0,32906.0,1344.0,1443.0,202.87328230486824,34.438048276321254,1,10.326858064513127,7.2868764117507
2022,3,Burkina Faso,West,38.58073660632089,112.5141337490383,1.1151228754578568,12.0,39421,1704,380,2861,real,30541.0,33246.0,1460.0,1344.0,87.18193519140229,39.944616370391344,1,10.582079315086874,7.4413203897176174
2022,4,Burkina Faso,West,36.75859822294649,189.95225450626984,34.1240620139683,12.0,40839,1541,380,2861,real,39421.0,30541.0,1704.0,1460.0,112.5141337490383,38.58073660632089,2,10.617417272278601,7.340835554123275
2022,5,Burkina Faso,West,36.33372592344375,199.4581428562166,31.287367217556792,12.0,46757,1787,380,2861,real,40839.0,39421.0,1541.0,1704.0,189.95225450626984,36.75859822294649,2,10.752740643071617,7.488852955733459
2022,6,Burkina Faso,West,33.17448682275755,311.9677041246933,44.14244536471955,12.0,48605,1857,380,2861,real,46757.0,40839.0,1787.0,1541.0,199.4581428562166,36.33372592344375,2,10.791502259058547,7.527255919373784
2022,7,Burkina Faso,West,27.34036985178112,296.82694315288137,0.0,10.842744383302426,65314,2547,380,2861,real,48605.0,46757.0,1857.0,1787.0,311.9677041246933,33.17448682275755,3,11.086976997920663,7.843064016692054
2022,8,Burkina Faso,West,22.20728192550236,266.337792508826,67.47192761558141,11.770550963796326,59657,1802,380,2861,real,65314.0,48605.0,2547.0,1857.0,296.82694315288137,27.34036985178112,3,10.996383534208128,7.497207223203318
2022,9,Burkina Faso,West,27.03134243824654,87.33671643044768,25.33629951474782,12.0,43928,1614,380,2861,real,59657.0,65314.0,1802.0,2547.0,266.337792508826,22.20728192550236,3,10.690329973223367,7.387090235656757
2022,10,Burkina Faso,West,21.65547454395015,109.07345761317208,19.460989662240426,12.0,52524,2083,380,2861,real,43928.0,59657.0,1614.0,1802.0,87.33671643044768,27.03134243824654,4,10.869044525713202,7.642044402873258
2022,11,Burkina Faso,West,28.019398289724773,200.72276424448629,35.8432267059227,12.0,49233,2351,380,2861,real,52524.0,43928.0,2083.0,1614.0,109.07345761317208,21.65547454395015,4,10.804339720721092,7.763021309018518
2022,12,Burkina Faso,West,33.25090103557187,223.24473632744656,31.64854625481057,12.0,44713,1785,380,2861,real,49233.0,52524.0,2351.0,2083.0,200.72276424448629,28.019398289724773,4,10.708041930670204,7.487733761436444
2023,1,Burkina Faso,West,35.40043670779436,194.5554348330367,0.0,12.0,31586,1354,380,2861,real,44713.0,49233.0,1785.0,2351.0,223.24473632744656,33.25090103557187,1,10.360500922524869,7.2115567333138015
2023,2,Burkina Faso,West,40.2731698114212,80.91472373233648,49.79500032519215,10.955350160832232,30115,1547,380,2861,real,31586.0,44713.0,1354.0,1785.0,194.5554348330367,35.40043670779436,1,10.312811870970013,7.344719054149673
2023,3,Burkina Faso,West,41.56432709376005,192.7316782999652,9.41749700800186,12.0,45094,1462,380,2861,real,30115.0,31586.0,1547.0,1354.0,80.91472373233648,40.2731698114212,1,10.716526654599809,7.288244401020124
2023,4,Burkina Faso,West,39.434940687348416,196.7014786626748,38.110343294973646,12.0,34586,1207,380,2861,real,45094.0,30115.0,1462.0,1547.0,192.7316782999652,41.56432709376005,2,10.451233167901064,7.0967213784947605
2023,5,Burkina Faso,West,33.60817795511699,105.64235317007756,33.69938773898102,12.0,29158,1461,380,2861,real,34586.0,45094.0,1207.0,1462.0,196.7014786626748,39.434940687348416,2,10.280518891981744,7.2875606403097235
2023,6,Burkina Faso,West,31.003867558320785,239.92291656324807,10.723513347514569,12.0,34277,1876,380,2861,real,29158.0,34586.0,1461.0,1207.0,105.64235317007756,33.60817795511699,2,10.442259027952517,7.537430036586509
2023,7,Burkina Faso,West,31.668741967619805,266.0245657352907,46.816070615203216,12.0,41497,1742,380,2861,real,34277.0,29158.0,1876.0,1461.0,239.92291656324807,31.003867558320785,3,10.633400512286396,7.463363045520021
2023,8,Burkina Faso,West,25.21508590846861,185.8554016534948,0.0,12.0,54215,2329,380,2861,real,41497.0,34277.0,1742.0,1876.0,266.0245657352907,31.668741967619805,3,10.900731346815949,7.753623546559746
2023,9,Burkina Faso,West,23.758850668922307,212.0494488066047,1.4483897587589991,12.0,54882,2094,380,2861,real,54215.0,41497.0,2329.0,1742.0,185.8554016534948,25.21508590846861,3,10.912958925628738,7.647308832356238
2023,10,Burkina Faso,West,20.88969058923233,161.86409752006034,23.849645141841208,12.0,50031,1927,380,2861,real,54882.0,54215.0,2094.0,2329.0,212.0494488066047,23.758850668922307,4,10.820418079697623,7.564238475170491
2023,11,Burkina Faso,West,24.648258362927763,203.9105761039034,40.55634051530508,10.285147135153457,45691,1418,380,2861,real,50031.0,54882.0,1927.0,2094.0,161.86409752006034,20.88969058923233,4,10.729678506853837,7.257707677160043
2023,12,Burkina Faso,West,31.320857195527424,200.4971958579986,23.232909873502507,12.0,31245,1543,380,2861,real,45691.0,50031.0,1418.0,1927.0,203.9105761039034,24.648258362927763,4,10.349646646971848,7.342131730584722
2024,1,Burkina Faso,West,35.15721557415081,165.39453552370955,29.336076589912786,12.01523029856408,25970,1562,380,2861,synthetic,31245.0,45691.0,1543.0,1418.0,200.4971958579986,31.320857195527424,1,10.164735809883883,7.354362330421477
2024,2,Burkina Faso,West,40.92698987912961,117.91649362644372,27.48455832135132,12.027655771779385,27621,1340,380,2861,synthetic,25970.0,31245.0,1562.0,1543.0,165.39453552370955,35.15721557415081,1,10.226367835637873,7.201170883281678
2024,3,Burkina Faso,West,39.92602713057733,44.09440172208016,0.0,11.99437712470759,39258,2098,380,2861,synthetic,27621.0,25970.0,1340.0,1562.0,117.91649362644372,40.92698987912961,1,10.57793599628853,7.649216319820633
2024,4,Burkina Faso,West,37.188466296267656,110.4990265284925,45.02941575368987,11.997742236995135,40468,1680,380,2861,synthetic,39258.0,27621.0,2098.0,1340.0,44.09440172208016,39.92602713057733,2,10.608291527903145,7.427144133408616
2024,5,Burkina Faso,West,34.962478092838495,172.20622897682097,5.657351160061339,12.003756980183455,33690,1481,380,2861,synthetic,40468.0,39258.0,1680.0,2098.0,110.4990265284925,37.188466296267656,2,10.424986018358423,7.301147805856032
2024,6,Burkina Faso,West,30.96821123861498,336.0791140021621,29.45981065619153,11.989422890710442,53962,2134,380,2861,synthetic,33690.0,40468.0,1481.0,1680.0,172.20622897682097,34.962478092838495,2,10.896053905514576,7.666221925662725
2024,7,Burkina Faso,West,29.67377285683193,255.78421307554495,0.0,11.826564093644082,46777,2241,380,2861,synthetic,53962.0,33690.0,2134.0,1481.0,336.0791140021621,30.96821123861498,3,10.753168285910839,7.715123603632105
2024,8,Burkina Faso,West,22.985301072256743,214.6529539171273,0.0,11.307816283369418,55984,2356,380,2861,synthetic,46777.0,53962.0,2241.0,2134.0,255.78421307554495,29.67377285683193,3,10.932839076694297,7.7651449029361315
2024,9,Burkina Faso,West,24.760890509464502,22.64347378808918,24.184298793975625,11.996149177195838,43155,1766,380,2861,synthetic,55984.0,46777.0,2356.0,2241.0,214.6529539171273,22.985301072256743,3,10.67257673667123,7.4770384723196965
2024,10,Burkina Faso,West,24.99570372406111,198.4237586822904,13.610237145643564,11.996907876241488,39414,1940,380,2861,synthetic,43155.0,55984.0,1766.0,2356.0,22.64347378808918,24.760890509464502,4,10.581901733494009,7.57095858316901
2024,11,Burkina Faso,West,25.241385660008007,182.184076647042,14.523336297592529,10.533665539420983,32350,1326,380,2861,synthetic,39414.0,43155.0,1940.0,1766.0,198.4237586822904,24.99570372406111,4,10.384400211352366,7.190676034332207
2024,12,Burkina Faso,West,32.01081321899737,233.42109284556847,25.896762580074604,11.99354880245395,27811,1582,380,2861,synthetic,32350.0,39414.0,1326.0,1940.0,182.184076647042,25.241385660008007,4,10.23322286121891,7.367077059881012
2025,1,Burkina Faso,West,34.587338219819856,231.81259356360388,0.0,12.008219025043752,30489,1414,380,2861,synthetic,27811.0,32350.0,1582.0,1326.0,233.42109284556847,32.01081321899737,1,10.3251540399823,7.254884810077338
2025,2,Burkina Faso,West,39.3570206794556,49.21752229436354,31.045202188607227,11.928937461120444,31011,1455,380,2861,synthetic,30489.0,27811.0,1414.0,1582.0,231.81259356360388,34.587338219819856,1,10.34212950533885,7.283448228756631
2025,3,Burkina Faso,West,38.34258496298865,148.8557459936329,33.91730718569609,12.003287511096596,35306,1878,380,2861,synthetic,31011.0,30489.0,1455.0,1414.0,49.21752229436354,39.3570206794556,1,10.471836523545772,7.538494999413465
2025,4,Burkina Faso,West,38.34379407325911,207.288908272678,17.91335648335304,11.996723378534025,40588,1879,380,2861,synthetic,35306.0,31011.0,1878.0,1455.0,148.8557459936329,38.34258496298865,2,10.611252372919454,7.539027055823995
2025,5,Burkina Faso,West,36.20092649270861,179.1431749276939,24.607307535805205,11.997654128666248,36277,1832,380,2861,synthetic,40588.0,35306.0,1879.0,1878.0,207.288908272678,38.34379407325911,2,10.498966775917914,7.513709247839705
2025,6,Burkina Faso,West,31.261226192180764,201.79941832316945,27.259418376323147,12.004040508568146,42783,2264,380,2861,synthetic,36277.0,40588.0,1832.0,1879.0,179.1431749276939,36.20092649270861,2,10.66391947990167,7.725330037917135
2025,7,Burkina Faso,West,29.793661914903524,290.4379290283754,0.0,11.6950792914291,46224,2283,380,2861,synthetic,42783.0,36277.0,2264.0,1832.0,201.79941832316945,31.261226192180764,3,10.741276056255325,7.7336835707759
2025,8,Burkina Faso,West,22.87657202918748,235.19590488916168,41.10130580665338,11.12533187259768,45589,2738,380,2861,synthetic,46224.0,42783.0,2283.0,2264.0,290.4379290283754,29.793661914903524,3,10.727443673207487,7.915348169263078
2025,9,Burkina Faso,West,25.699888533952794,75.72180785497466,38.75021971514498,11.985981489372078,37975,2052,380,2861,synthetic,45589.0,46224.0,2738.0,2283.0,235.19590488916168,22.87657202918748,3,10.544709660231154,7.627057417018934
2025,10,Burkina Faso,West,19.17513898914302,123.3956752081915,22.56682444163548,11.994965243458838,39606,2306,380,2861,synthetic,37975.0,45589.0,2052.0,2738.0,75.72180785497466,25.699888533952794,4,10.586761149297775,7.7437032581737535
2025,11,Burkina Faso,West,23.34655433077013,198.1229918592149,16.949440899438244,12.915740855222817,47903,1873,380,2861,synthetic,39606.0,37975.0,2306.0,2052.0,123.3956752081915,19.17513898914302,4,10.776954287219354,7.535830462798367
2025,12,Burkina Faso,West,33.097149278594976,114.60537558350696,24.962650053278168,12.013071427542824,33285,1607,380,2861,synthetic,47903.0,39606.0,1873.0,2306.0,198.1229918592149,23.34655433077013,4,10.412892167146671,7.382746449738912
2020,3,Guinea-Bissau,South,38.90209425948032,72.98752038422094,49.11516622093031,12.0,25815,2215,126,1029,real,21867.0,15786.0,2153.0,1274.0,120.3570554844336,37.1360014891013,1,10.158749733731797,7.703459047867175
2020,4,Guinea-Bissau,South,36.84726423666825,147.96119883371748,57.381597661072846,12.0,27755,1902,126,1029,real,25815.0,21867.0,2215.0,2153.0,72.98752038422094,38.90209425948032,2,10.23120731201944,7.551186867296149
2020,5,Guinea-Bissau,South,30.203934696559624,123.2912890308816,98.134752551245,11.69112478737689,29534,2240,126,1029,real,27755.0,25815.0,1902.0,2215.0,147.96119883371748,36.84726423666825,2,10.293331279741336,7.714677473800927
2020,6,Guinea-Bissau,South,30.401080627220523,219.80871474145044,76.90091692198283,12.0,33581,2254,126,1029,real,29534.0,27755.0,2240.0,1902.0,123.2912890308816,30.203934696559624,2,10.421745488119415,7.720905251936779
2020,7,Guinea-Bissau,South,25.24042992533369,226.5380952759388,78.77882953194123,9.855763499247251,31740,2877,126,1029,real,33581.0,29534.0,2254.0,2240.0,219.80871474145044,30.401080627220523,3,10.365364499570234,7.964850887447313
2020,8,Guinea-Bissau,South,20.756937260460447,202.36250742800067,40.389956301245874,12.0,28263,2279,126,1029,real,31740.0,33581.0,2877.0,2254.0,226.5380952759388,25.24042992533369,3,10.24934418903898,7.731930721948486
2020,9,Guinea-Bissau,South,20.146734501740045,128.64854543994426,47.7983602615775,10.41633989787005,31323,2426,126,1029,real,28263.0,31740.0,2279.0,2877.0,202.36250742800067,20.756937260460447,3,10.352139855870828,7.794411205726601
2020,10,Guinea-Bissau,South,22.06235916476617,218.5100061363129,47.060661691191925,10.95617753665625,25547,2008,126,1029,real,31323.0,28263.0,2426.0,2279.0,128.64854543994426,20.146734501740045,4,10.14831431468148,7.605392364814934
2020,11,Guinea-Bissau,South,24.999136316427368,177.8370281684617,66.16916620276997,12.0,20920,1874,126,1029,real,25547.0,31323.0,2008.0,2426.0,218.5100061363129,22.06235916476617,4,9.948508718183648,7.536363938404511
2020,12,Guinea-Bissau,South,29.04097498487872,116.5436240302506,53.55837774114276,12.0,21081,1118,126,1029,real,20920.0,25547.0,1874.0,2008.0,177.8370281684617,24.999136316427368,4,9.956174874815135,7.020190708311925
2021,1,Guinea-Bissau,South,30.56034362931444,194.389450232868,48.96781475365695,11.45010808176626,24372,1156,126,1029,real,21081.0,20920.0,1118.0,1874.0,116.5436240302506,29.04097498487872,1,10.101231241217606,7.053585727193677
2021,2,Guinea-Bissau,South,35.774748776837164,111.2632392003678,45.2683422405444,12.0,20884,1628,126,1029,real,24372.0,21081.0,1156.0,1118.0,194.389450232868,30.56034362931444,1,9.946786476931276,7.395721608602045
2021,3,Guinea-Bissau,South,32.88237727551445,205.9928279314677,72.917187213085,12.0,29172,2440,126,1029,real,20884.0,24372.0,1628.0,1156.0,111.2632392003678,35.774748776837164,1,10.280998902962642,7.80016307039296
2021,4,Guinea-Bissau,South,34.91774212127759,92.0007889869576,76.72407521379593,12.0,28536,2414,126,1029,real,29172.0,20884.0,2440.0,1628.0,205.9928279314677,32.88237727551445,2,10.258956769878603,7.789454566086673
2021,5,Guinea-Bissau,South,33.86601287281967,143.43881771655347,77.66379335370166,10.421409758868108,39304,2151,126,1029,real,28536.0,29172.0,2414.0,2440.0,92.0007889869576,34.91774212127759,2,10.579107016227857,7.674152921281675
2021,6,Guinea-Bissau,South,25.23078019103497,144.0105020700156,46.29445918562045,12.0,38213,2426,126,1029,real,39304.0,28536.0,2151.0,2414.0,143.43881771655347,33.86601287281967,2,10.550957219599422,7.794411205726601
2021,7,Guinea-Bissau,South,25.79059976878203,125.8800199014199,75.35821690255908,12.0,31043,2365,126,1029,real,38213.0,39304.0,2426.0,2151.0,144.0105020700156,25.23078019103497,3,10.34316083197403,7.768956044538332
2021,8,Guinea-Bissau,South,16.403298961537743,177.42825300645072,61.30185404492012,12.0,29181,2179,126,1029,real,31043.0,38213.0,2365.0,2426.0,125.8800199014199,25.79059976878203,3,10.281307359823968,7.687080155783135
2021,9,Guinea-Bissau,South,19.35919115204278,131.503587557253,66.81710886968261,12.0,26263,3032,126,1029,real,29181.0,31043.0,2179.0,2365.0,177.42825300645072,16.403298961537743,3,10.175954459181428,8.017307507688582
2021,10,Guinea-Bissau,South,21.504063703062823,225.84233759366464,46.84630938058531,12.0,32893,3118,126,1029,real,26263.0,29181.0,3032.0,2179.0,131.503587557253,19.35919115204278,4,10.401045549301214,8.045267716607803
2021,11,Guinea-Bissau,South,23.94805186411141,146.71442895438716,77.70451291412694,12.0,26547,2417,126,1029,real,32893.0,26263.0,3118.0,3032.0,225.84233759366464,21.504063703062823,4,10.186709694265815,7.790696031174738
2021,12,Guinea-Bissau,South,30.871266085092472,132.13286100447593,56.57242118968307,12.0,19399,1901,126,1029,real,26547.0,32893.0,2417.0,3118.0,146.71442895438716,23.94805186411141,4,9.87302834505142,7.550661243105336
2022,1,Guinea-Bissau,South,28.80897037191904,228.4202794519184,110.74078902238668,12.0,19987,1933,126,1029,real,19399.0,26547.0,1901.0,2417.0,132.13286100447593,30.871266085092472,1,9.902887372464095,7.56734567601324
2022,2,Guinea-Bissau,South,34.40270035599726,137.17966554848397,66.87974185741373,11.937880294166412,18335,1338,126,1029,real,19987.0,19399.0,1933.0,1901.0,228.4202794519184,28.80897037191904,1,9.816621619514466,7.199678345691172
2022,3,Guinea-Bissau,South,35.13304392121275,115.55441782375183,37.88584315973373,10.96520256253976,25461,1608,126,1029,real,18335.0,19987.0,1338.0,1933.0,137.17966554848397,34.40270035599726,1,10.144942423621591,7.3833681469923835
2022,4,Guinea-Bissau,South,34.85683692947745,174.0431165865875,94.02941277495876,10.547126106629143,27115,1736,126,1029,real,25461.0,18335.0,1608.0,1338.0,115.55441782375183,35.13304392121275,2,10.207879238550856,7.459914766241105
2022,5,Guinea-Bissau,South,31.00371464194449,64.20673024742031,35.517178638422095,12.0,22817,1477,126,1029,real,27115.0,25461.0,1736.0,1608.0,174.0431165865875,34.85683692947745,2,10.035304977156315,7.298445101508147
2022,6,Guinea-Bissau,South,28.582004395663965,249.32313670869453,48.05580323044306,12.0,39569,2445,126,1029,real,22817.0,27115.0,1477.0,1736.0,64.20673024742031,31.00371464194449,2,10.58582653437947,7.802209316247118
2022,7,Guinea-Bissau,South,22.74711796363119,90.1646660564413,50.64393696406604,12.0,32096,2857,126,1029,real,39569.0,22817.0,2445.0,1477.0,249.32313670869453,28.582004395663965,3,10.376517846806717,7.957877358489813
2022,8,Guinea-Bissau,South,22.42837464470196,218.7490945516389,60.04010295530843,10.583568038062694,30463,2985,126,1029,real,32096.0,39569.0,2857.0,2445.0,90.1646660564413,22.74711796363119,3,10.324300937591092,8.001689978099135
2022,9,Guinea-Bissau,South,22.21449997530633,95.1843868012071,88.74121478887002,12.0,38333,2679,126,1029,real,30463.0,32096.0,2985.0,2857.0,218.7490945516389,22.42837464470196,3,10.554092509830399,7.893572073504902
2022,10,Guinea-Bissau,South,26.16444227475028,193.53180782673243,40.32660950870391,12.0,35546,2730,126,1029,real,38333.0,30463.0,2679.0,2985.0,95.1843868012071,22.21449997530633,4,10.47861104348485,7.912423121473705
2022,11,Guinea-Bissau,South,24.39536211466148,116.44988667062884,67.39990673418448,8.863340345836317,24607,2503,126,1029,real,35546.0,38333.0,2730.0,2679.0,193.53180782673243,26.16444227475028,4,10.11082687230537,7.825644732219989
2022,12,Guinea-Bissau,South,26.30800312290266,82.25189043493184,75.38777844678692,9.502383380261788,21350,2136,126,1029,real,24607.0,35546.0,2503.0,2730.0,116.44988667062884,24.39536211466148,4,9.968853855967382,7.667158255319148
2023,1,Guinea-Bissau,South,34.73250280132145,213.35519474184565,66.87283999258273,12.0,19252,1846,126,1029,real,21350.0,24607.0,2136.0,2503.0,82.25189043493184,26.30800312290266,1,9.865422171729335,7.52131798019924
2023,2,Guinea-Bissau,South,35.49280184709245,189.52162895569688,63.56073390954384,9.57594501682534,16762,1541,126,1029,real,19252.0,21350.0,1846.0,2136.0,213.35519474184565,34.73250280132145,1,9.726929355631277,7.340835554123275
2023,3,Guinea-Bissau,South,37.54081506173133,72.49772919859117,17.425784529178404,12.0,24478,1963,126,1029,real,16762.0,19252.0,1541.0,1846.0,189.52162895569688,35.49280184709245,1,10.10557088611869,7.582738488914411
2023,4,Guinea-Bissau,South,36.560808932148944,155.24687111441548,9.621549683229102,10.576743449217153,29813,2026,126,1029,real,24478.0,16762.0,1963.0,1541.0,72.49772919859117,37.54081506173133,2,10.302733360830375,7.614312146452
2023,5,Guinea-Bissau,South,32.61028356247504,98.722583178615,46.44071556047997,12.0,24926,2488,126,1029,real,29813.0,24478.0,2026.0,1963.0,155.24687111441548,36.560808932148944,2,10.123706832333092,7.819636302367592
2023,6,Guinea-Bissau,South,29.10702278201024,226.51481080073785,22.846480179368097,12.0,37498,3122,126,1029,real,24926.0,29813.0,2488.0,2026.0,98.722583178615,32.61028356247504,2,10.532069544936274,8.046549357283078
2023,7,Guinea-Bissau,South,24.960403017306305,180.6861799676164,83.3385775516795,12.0,33347,3327,126,1029,real,37498.0,24926.0,3122.0,2488.0,226.51481080073785,29.10702278201024,3,10.414753079530504,8.1101268019411
2023,8,Guinea-Bissau,South,21.015938404426816,235.08673241705307,69.71586527660276,12.0,34665,2930,126,1029,real,33347.0,37498.0,3327.0,3122.0,180.6861799676164,24.960403017306305,3,10.453514658501255,7.983098940710892
2023,9,Guinea-Bissau,South,19.648445308519506,127.4222705855905,38.30539026589448,9.512469568627733,31637,3147,126,1029,real,34665.0,33347.0,2930.0,3327.0,235.08673241705307,21.015938404426816,3,10.362114208758525,8.054522609537294
2023,10,Guinea-Bissau,South,24.04735562919048,122.92276329882364,28.70134173153883,12.0,26941,2563,126,1029,real,31637.0,34665.0,3147.0,2930.0,127.4222705855905,19.648445308519506,4,10.201441686258514,7.849323818040561
2023,11,Guinea-Bissau,South,25.46575513770441,165.89848976179172,91.05071235435776,12.0,28286,3053,126,1029,real,26941.0,31637.0,2563.0,3147.0,122.92276329882364,24.04735562919048,4,10.250157614133787,8.024207485778577
2023,12,Guinea-Bissau,South,24.551950392205203,160.44684891692972,13.26649972661001,10.359508147568532,21039,1876,126,1029,real,28286.0,26941.0,3053.0,2563.0,165.89848976179172,25.46575513770441,4,9.954180666851647,7.537430036586509
2024,1,Guinea-Bissau,South,33.22548890169645,231.12004389653788,41.90884634757068,11.455498832638384,24669,2382,126,1029,synthetic,21039.0,28286.0,1876.0,3053.0,160.44684891692972,24.551950392205203,1,10.113343209523402,7.776115477098742
2024,2,Guinea-Bissau,South,35.98575076715525,151.70342441557548,50.82799458961939,11.380172072997755,24543,2146,126,1029,synthetic,24669.0,21039.0,2382.0,1876.0,231.12004389653788,33.22548890169645,1,10.108222704166982,7.671826797878781
2024,3,Guinea-Bissau,South,41.09481270738016,146.5291372494327,16.764955976188137,12.087566172606058,25578,1938,126,1029,synthetic,24543.0,24669.0,2146.0,2382.0,151.70342441557548,35.98575076715525,1,10.149526981327242,7.569927655242652
2024,4,Guinea-Bissau,South,37.03036838531317,113.33843658118865,94.543910822232,11.627850062100991,22032,1854,126,1029,synthetic,25578.0,24543.0,1938.0,2146.0,146.5291372494327,41.09481270738016,2,10.000296608464188,7.5256399750415355
2024,5,Guinea-Bissau,South,31.51661727601864,81.69071794440127,38.90301615079183,10.906448667038353,21265,1759,126,1029,synthetic,22032.0,25578.0,1854.0,1938.0,113.33843658118865,37.03036838531317,2,9.964864832211031,7.473069088032197
